epoch:	AUC:	TPR:	precision	accuracy	MCC

1	0.45614720833867317	0.0	nan	0.5	0.0
2	0.40662779272929217	0.9084967320261438	0.48465829846582986	0.47124183006535947	-0.11858847501474434
3	0.4543338032380708	1.0	0.5	0.5	0.0
4	0.5008992267931137	1.0	0.5	0.5	0.0
5	0.4315348797471058	0.0	nan	0.5	0.0
6	0.39533875859712075	0.7320261437908496	0.46530951391773995	0.4454248366013072	-0.13320540133792264
7	0.4942799777863215	1.0	0.5	0.5	0.0
8	0.47357213037720536	0.3790849673202614	0.4654895666131621	0.4718954248366013	-0.05720326117013269
9	0.5367422786107907	0.40522875816993464	0.5344827586206896	0.5261437908496732	0.053887023041439226
10	0.5110769362211116	0.1111111111111111	0.5230769230769231	0.5049019607843137	0.015910026874267815
11	0.5545687556068178	0.3464052287581699	0.5620360551431601	0.538235294117647	0.08280748342992837
12	0.5416463753257295	0.27450980392156865	0.5140758873929009	0.507516339869281	0.01699034395817104
13	0.5730659148190866	0.6143790849673203	0.530174844895657	0.5349673202614379	0.07083373403243644
14	0.602080396428724	0.6535947712418301	0.5630630630630631	0.5732026143790849	0.1483351331375608
15	0.5997992225212525	0.6405228758169934	0.5727644652250146	0.5813725490196079	0.16389600492834824
16	0.6060660429749242	0.5620915032679739	0.5555555555555556	0.5562091503267974	0.11242608127447502
17	0.6132598573198342	0.5686274509803921	0.569371727748691	0.569281045751634	0.13856220988702558
18	0.6238198983297023	0.49019607843137253	0.5764796310530361	0.5650326797385621	0.13154716967895905
19	0.6239480541672007	0.5490196078431373	0.5817174515235457	0.5771241830065359	0.15449261637470882
20	0.6209876543209876	0.5032679738562091	0.5973622963537626	0.5820261437908497	0.16612614306345966
21	0.6452518262206843	0.5490196078431373	0.60431654676259	0.5947712418300654	0.19034100681574118
22	0.6198214361997522	0.38562091503267976	0.5853174603174603	0.5562091503267974	0.11959403053242018
23	0.6246614549959417	0.3660130718954248	0.5773195876288659	0.5490196078431373	0.10534944423808143
24	0.6354649920970568	0.3790849673202614	0.6236559139784946	0.5751633986928104	0.16341674658913688
25	0.6342346960570721	0.40522875816993464	0.6262626262626263	0.5816993464052288	0.1746373926283143
26	0.6495621342218805	0.37254901960784315	0.6382978723404256	0.5807189542483661	0.17755862292772476
27	0.6478363022769021	0.3137254901960784	0.665742024965326	0.5781045751633986	0.18404124295363905
28	0.6497073775043787	0.3790849673202614	0.6720741599073001	0.5970588235294118	0.2156929861228729
29	0.6549959417318125	0.35947712418300654	0.6909547738693468	0.5993464052287582	0.2264533962778235
30	0.6613311119654833	0.2875816993464052	0.7177814029363785	0.5872549019607843	0.2180037877619465
31	0.664321414840446	0.3333333333333333	0.7369942196531792	0.6071895424836601	0.2562299828144834
32	0.6464522192319194	0.2679738562091503	0.6677524429967426	0.5673202614379085	0.16809500500961208
33	0.6751121363578111	0.24836601307189543	0.7102803738317757	0.5735294117647058	0.1935864411260283
34	0.6662394805416719	0.27450980392156865	0.7216494845360825	0.5843137254901961	0.21483624976554744
35	0.6704600794566192	0.2679738562091503	0.7427536231884058	0.5875816993464053	0.22777260515847822
36	0.6546072023580674	0.2222222222222222	0.728051391862955	0.5696078431372549	0.19356191260729452
37	0.6724080481865948	0.26143790849673204	0.7194244604316546	0.5797385620915033	0.20679273077807825
38	0.6686488102866419	0.2549019607843137	0.7262569832402235	0.5794117647058824	0.2087663534927821
39	0.6743047545815712	0.2549019607843137	0.6951871657754011	0.5715686274509804	0.1849607407914012
40	0.6738647528728267	0.24183006535947713	0.7459677419354839	0.5797385620915033	0.21636647897326938
41	0.6617497543679781	0.27450980392156865	0.6976744186046512	0.5777777777777777	0.1956535679606739
42	0.6715280447691059	0.22875816993464052	0.7543103448275862	0.5771241830065359	0.21503079898960192
43	0.6809944892989876	0.26143790849673204	0.7722007722007722	0.592156862745098	0.2457516573161955
44	0.6788457430902645	0.2549019607843137	0.7169117647058824	0.5771241830065359	0.20172384370250993
45	0.6712418300653594	0.24183006535947713	0.7474747474747475	0.5800653594771242	0.21743016737618173
46	0.673760092272203	0.24836601307189543	0.76	0.5849673202614379	0.22980970388562794
47	0.6738690247340767	0.24836601307189543	0.7392996108949417	0.5803921568627451	0.21504252357231232
48	0.6788585586740143	0.23529411764705882	0.7407407407407407	0.5764705882352941	0.20921530482028264
49	0.6586761501986416	0.23529411764705882	0.7157057654075547	0.5709150326797385	0.19134203004725364
50	0.6665256952454184	0.2222222222222222	0.7264957264957265	0.569281045751634	0.1924843548578473
51	0.6726857191678415	0.24836601307189543	0.7786885245901639	0.5888888888888889	0.24278592783816766
52	0.6780597206202743	0.22875816993464052	0.7430997876857749	0.5748366013071895	0.20737624366100801
53	0.6790593361527618	0.2549019607843137	0.7428571428571429	0.5833333333333334	0.22104034354438126
54	0.6850014951514375	0.26143790849673204	0.7299270072992701	0.5823529411764706	0.21478326699949085
55	0.6671686103635355	0.2679738562091503	0.7205623901581723	0.5820261437908497	0.21082918237918252
56	0.6856550899226792	0.29411764705882354	0.7563025210084033	0.5996732026143791	0.2518447458056434
57	0.6885791789482677	0.24836601307189543	0.7584830339321357	0.584640522875817	0.2287419179257545
58	0.688483062070144	0.24836601307189543	0.7676767676767676	0.5866013071895425	0.23517956879464555
59	0.6790529283608869	0.27450980392156865	0.7777777777777778	0.5980392156862745	0.25717224993681986
60	0.6851574180870605	0.23529411764705882	0.787746170678337	0.5859477124183007	0.241135173758122
61	0.6799436114315007	0.29411764705882354	0.7692307692307693	0.6029411764705882	0.261785157202368
62	0.6697039600153787	0.24836601307189543	0.7554671968190855	0.5839869281045752	0.2266124503324617
63	0.684087316843949	0.20915032679738563	0.7529411764705882	0.5702614379084967	0.20316724201651443
64	0.6825024563202188	0.26143790849673204	0.7736943907156673	0.592483660130719	0.24681297329136967
65	0.6915588021701055	0.2679738562091503	0.777988614800759	0.5957516339869281	0.2535973539931503
66	0.683279935067709	0.2679738562091503	0.7677902621722846	0.5934640522875817	0.24625141318711966
67	0.69478619334444	0.27450980392156865	0.7446808510638298	0.5901960784313726	0.2326201007930363
68	0.6840787731214489	0.24183006535947713	0.7566462167689162	0.5820261437908497	0.22385574967375227
69	0.6873317954632833	0.2222222222222222	0.7981220657276995	0.5830065359477125	0.23978445885482963
70	0.6984044598231449	0.22875816993464052	0.7900677200902935	0.5839869281045752	0.2386873478615862
71	0.6848434362851895	0.26143790849673204	0.7797270955165692	0.5937908496732026	0.2510780469108395
72	0.676231364005297	0.24836601307189543	0.692167577413479	0.568954248366013	0.1797102824289922
73	0.6890918022982614	0.24183006535947713	0.7724425887265136	0.5852941176470589	0.23473548577444953
74	0.6970225127087872	0.2549019607843137	0.7878787878787878	0.5931372549019608	0.2529289702131094
75	0.686960143534538	0.23529411764705882	0.7643312101910829	0.5813725490196079	0.2254877059894803
76	0.6888055875945149	0.20915032679738563	0.774818401937046	0.5741830065359477	0.21710701721639727
77	0.6918108419838523	0.26143790849673204	0.7662835249042146	0.5908496732026144	0.2415259147029695
78	0.6860822760476739	0.2549019607843137	0.7543520309477756	0.5859477124183007	0.22937036033791597
79	0.6971186295869111	0.2549019607843137	0.7692307692307693	0.5892156862745098	0.23995690956687132
80	0.6888525780682644	0.22875816993464052	0.7882882882882883	0.5836601307189543	0.23753609383194202
81	0.6917083173138536	0.24183006535947713	0.7489878542510121	0.5803921568627451	0.21849590735789634
82	0.6859840232389252	0.2679738562091503	0.7536764705882353	0.5901960784313726	0.2359143256859862
83	0.7058140031611773	0.2679738562091503	0.7649253731343284	0.5928104575163399	0.24416941906418269
84	0.7005040796274937	0.24836601307189543	0.7480314960629921	0.5823529411764706	0.22132391793915743
85	0.6818040070058524	0.2222222222222222	0.7674943566591422	0.5774509803921568	0.22011245697741608
86	0.6944551240975694	0.2679738562091503	0.7536764705882353	0.5901960784313726	0.2359143256859862
87	0.6976547481737794	0.23529411764705882	0.7708779443254818	0.5826797385620915	0.2299115675570212
